sample	ID	seqnames	strand	gene_cluster	gene	Kinetic_class	hpi	Time	cell_line	group	read_count
EHV-1_18h_2	ORF35	NC_001491.2	+	ORF35	ORF35	L	18h	18	RK-13	RK-13_18h	0
EHV-1_18h_3	ORF35	NC_001491.2	+	ORF35	ORF35	L	18h	18	RK-13	RK-13_18h	0
EHV-1_1h_1	ORF35	NC_001491.2	+	ORF35	ORF35	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF35	NC_001491.2	+	ORF35	ORF35	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF35	NC_001491.2	+	ORF35	ORF35	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF35	NC_001491.2	+	ORF35	ORF35	L	24h	24	RK-13	RK-13_24h	0
EHV-1_24h_2	ORF35	NC_001491.2	+	ORF35	ORF35	L	24h	24	RK-13	RK-13_24h	0
EHV-1_24h_3	ORF35	NC_001491.2	+	ORF35	ORF35	L	24h	24	RK-13	RK-13_24h	0
EHV-1_2h_1	ORF35	NC_001491.2	+	ORF35	ORF35	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF35	NC_001491.2	+	ORF35	ORF35	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF35	NC_001491.2	+	ORF35	ORF35	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF35	NC_001491.2	+	ORF35	ORF35	L	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF35	NC_001491.2	+	ORF35	ORF35	L	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF35	NC_001491.2	+	ORF35	ORF35	L	48h	48	RK-13	RK-13_48h	0
EHV-1_4h_1	ORF35	NC_001491.2	+	ORF35	ORF35	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF35	NC_001491.2	+	ORF35	ORF35	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF35	NC_001491.2	+	ORF35	ORF35	L	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF35	NC_001491.2	+	ORF35	ORF35	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_2	ORF35	NC_001491.2	+	ORF35	ORF35	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_3	ORF35	NC_001491.2	+	ORF35	ORF35	L	6h	6	RK-13	RK-13_6h	1
EHV-1_8h_1	ORF35	NC_001491.2	+	ORF35	ORF35	L	8h	8	RK-13	RK-13_8h	0
EHV-1_8h_2	ORF35	NC_001491.2	+	ORF35	ORF35	L	8h	8	RK-13	RK-13_8h	2
EHV-1_8h_3	ORF35	NC_001491.2	+	ORF35	ORF35	L	8h	8	RK-13	RK-13_8h	0
EHV-1_12h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	12h	12	RK-13	RK-13_12h	234
EHV-1_12h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	12h	12	RK-13	RK-13_12h	128
EHV-1_12h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	12h	12	RK-13	RK-13_12h	146
EHV-1_18h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	18h	18	RK-13	RK-13_18h	45
EHV-1_18h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	18h	18	RK-13	RK-13_18h	37
EHV-1_18h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	18h	18	RK-13	RK-13_18h	35
EHV-1_1h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	24h	24	RK-13	RK-13_24h	59
EHV-1_24h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	24h	24	RK-13	RK-13_24h	45
EHV-1_24h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	24h	24	RK-13	RK-13_24h	35
EHV-1_2h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	2h	2	RK-13	RK-13_2h	6
EHV-1_2h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	2h	2	RK-13	RK-13_2h	4
EHV-1_2h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	2h	2	RK-13	RK-13_2h	6
EHV-1_48h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	48h	48	RK-13	RK-13_48h	74
EHV-1_48h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	48h	48	RK-13	RK-13_48h	48
EHV-1_48h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	48h	48	RK-13	RK-13_48h	40
EHV-1_4h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	4h	4	RK-13	RK-13_4h	10
EHV-1_4h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	4h	4	RK-13	RK-13_4h	12
EHV-1_4h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	4h	4	RK-13	RK-13_4h	12
EHV-1_6h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	6h	6	RK-13	RK-13_6h	24
EHV-1_6h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	6h	6	RK-13	RK-13_6h	20
EHV-1_6h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	6h	6	RK-13	RK-13_6h	23
EHV-1_8h_1	ORF38	NC_001491.2	+	ORF38	ORF38	L	8h	8	RK-13	RK-13_8h	66
EHV-1_8h_2	ORF38	NC_001491.2	+	ORF38	ORF38	L	8h	8	RK-13	RK-13_8h	85
EHV-1_8h_3	ORF38	NC_001491.2	+	ORF38	ORF38	L	8h	8	RK-13	RK-13_8h	138
EHV-1_12h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	12h	12	RK-13	RK-13_12h	151
EHV-1_12h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	12h	12	RK-13	RK-13_12h	81
EHV-1_12h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	12h	12	RK-13	RK-13_12h	79
EHV-1_18h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	18h	18	RK-13	RK-13_18h	17
EHV-1_18h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	18h	18	RK-13	RK-13_18h	12
EHV-1_18h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	18h	18	RK-13	RK-13_18h	7
EHV-1_1h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	24h	24	RK-13	RK-13_24h	26
EHV-1_24h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	24h	24	RK-13	RK-13_24h	21
EHV-1_24h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	24h	24	RK-13	RK-13_24h	16
EHV-1_2h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	48h	48	RK-13	RK-13_48h	23
EHV-1_48h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	48h	48	RK-13	RK-13_48h	18
EHV-1_48h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	48h	48	RK-13	RK-13_48h	20
EHV-1_4h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	6h	6	RK-13	RK-13_6h	2
EHV-1_6h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	6h	6	RK-13	RK-13_6h	4
EHV-1_8h_1	ORF39	NC_001491.2	+	ORF39	ORF39	L	8h	8	RK-13	RK-13_8h	26
EHV-1_8h_2	ORF39	NC_001491.2	+	ORF39	ORF39	L	8h	8	RK-13	RK-13_8h	26
EHV-1_8h_3	ORF39	NC_001491.2	+	ORF39	ORF39	L	8h	8	RK-13	RK-13_8h	34
EHV-1_12h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	12h	12	RK-13	RK-13_12h	0
EHV-1_12h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	12h	12	RK-13	RK-13_12h	0
EHV-1_12h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	12h	12	RK-13	RK-13_12h	0
EHV-1_18h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	18h	18	RK-13	RK-13_18h	0
EHV-1_18h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	18h	18	RK-13	RK-13_18h	0
EHV-1_18h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	18h	18	RK-13	RK-13_18h	0
EHV-1_1h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	24h	24	RK-13	RK-13_24h	1
EHV-1_24h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	24h	24	RK-13	RK-13_24h	0
EHV-1_24h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	24h	24	RK-13	RK-13_24h	0
EHV-1_2h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	48h	48	RK-13	RK-13_48h	0
EHV-1_48h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	48h	48	RK-13	RK-13_48h	0
EHV-1_4h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	6h	6	RK-13	RK-13_6h	0
EHV-1_8h_1	ORF40	NC_001491.2	+	ORF40	ORF40	L	8h	8	RK-13	RK-13_8h	0
EHV-1_8h_2	ORF40	NC_001491.2	+	ORF40	ORF40	L	8h	8	RK-13	RK-13_8h	0
EHV-1_8h_3	ORF40	NC_001491.2	+	ORF40	ORF40	L	8h	8	RK-13	RK-13_8h	0
EHV-1_12h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	12h	12	RK-13	RK-13_12h	38
EHV-1_12h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	12h	12	RK-13	RK-13_12h	11
EHV-1_12h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	12h	12	RK-13	RK-13_12h	18
EHV-1_18h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	18h	18	RK-13	RK-13_18h	2
EHV-1_18h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	18h	18	RK-13	RK-13_18h	2
EHV-1_18h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	18h	18	RK-13	RK-13_18h	3
EHV-1_1h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	24h	24	RK-13	RK-13_24h	23
EHV-1_24h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	24h	24	RK-13	RK-13_24h	18
EHV-1_24h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	24h	24	RK-13	RK-13_24h	13
EHV-1_2h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	48h	48	RK-13	RK-13_48h	12
EHV-1_48h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	48h	48	RK-13	RK-13_48h	4
EHV-1_48h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	48h	48	RK-13	RK-13_48h	10
EHV-1_4h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	4h	4	RK-13	RK-13_4h	1
EHV-1_6h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	6h	6	RK-13	RK-13_6h	0
EHV-1_8h_1	ORF41	NC_001491.2	+	ORF41	ORF41	L	8h	8	RK-13	RK-13_8h	3
EHV-1_8h_2	ORF41	NC_001491.2	+	ORF41	ORF41	L	8h	8	RK-13	RK-13_8h	6
EHV-1_8h_3	ORF41	NC_001491.2	+	ORF41	ORF41	L	8h	8	RK-13	RK-13_8h	9
EHV-1_12h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	12h	12	RK-13	RK-13_12h	1877
EHV-1_12h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	12h	12	RK-13	RK-13_12h	1028
EHV-1_12h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	12h	12	RK-13	RK-13_12h	1025
EHV-1_18h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	18h	18	RK-13	RK-13_18h	161
EHV-1_18h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	18h	18	RK-13	RK-13_18h	145
EHV-1_18h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	18h	18	RK-13	RK-13_18h	111
EHV-1_1h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	24h	24	RK-13	RK-13_24h	820
EHV-1_24h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	24h	24	RK-13	RK-13_24h	578
EHV-1_24h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	24h	24	RK-13	RK-13_24h	470
EHV-1_2h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	2h	2	RK-13	RK-13_2h	7
EHV-1_2h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	2h	2	RK-13	RK-13_2h	5
EHV-1_2h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	2h	2	RK-13	RK-13_2h	6
EHV-1_48h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	48h	48	RK-13	RK-13_48h	477
EHV-1_48h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	48h	48	RK-13	RK-13_48h	290
EHV-1_48h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	48h	48	RK-13	RK-13_48h	316
EHV-1_4h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	4h	4	RK-13	RK-13_4h	5
EHV-1_4h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	4h	4	RK-13	RK-13_4h	4
EHV-1_4h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	4h	4	RK-13	RK-13_4h	3
EHV-1_6h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	6h	6	RK-13	RK-13_6h	20
EHV-1_6h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	6h	6	RK-13	RK-13_6h	19
EHV-1_6h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	6h	6	RK-13	RK-13_6h	20
EHV-1_8h_1	ORF42	NC_001491.2	+	ORF42	ORF42	L	8h	8	RK-13	RK-13_8h	320
EHV-1_8h_2	ORF42	NC_001491.2	+	ORF42	ORF42	L	8h	8	RK-13	RK-13_8h	560
EHV-1_8h_3	ORF42	NC_001491.2	+	ORF42	ORF42	L	8h	8	RK-13	RK-13_8h	602
EHV-1_12h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	12h	12	RK-13	RK-13_12h	1134
EHV-1_12h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	12h	12	RK-13	RK-13_12h	672
EHV-1_12h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	12h	12	RK-13	RK-13_12h	709
EHV-1_18h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	18h	18	RK-13	RK-13_18h	405
EHV-1_18h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	18h	18	RK-13	RK-13_18h	281
EHV-1_18h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	18h	18	RK-13	RK-13_18h	247
EHV-1_1h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	24h	24	RK-13	RK-13_24h	589
EHV-1_24h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	24h	24	RK-13	RK-13_24h	411
EHV-1_24h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	24h	24	RK-13	RK-13_24h	429
EHV-1_2h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	2h	2	RK-13	RK-13_2h	3
EHV-1_2h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	48h	48	RK-13	RK-13_48h	776
EHV-1_48h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	48h	48	RK-13	RK-13_48h	555
EHV-1_48h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	48h	48	RK-13	RK-13_48h	206
EHV-1_4h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	4h	4	RK-13	RK-13_4h	3
EHV-1_4h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	4h	4	RK-13	RK-13_4h	4
EHV-1_4h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	4h	4	RK-13	RK-13_4h	4
EHV-1_6h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	6h	6	RK-13	RK-13_6h	30
EHV-1_6h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	6h	6	RK-13	RK-13_6h	41
EHV-1_6h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	6h	6	RK-13	RK-13_6h	38
EHV-1_8h_1	ORF43	NC_001491.2	+	ORF43	ORF43	L	8h	8	RK-13	RK-13_8h	189
EHV-1_8h_2	ORF43	NC_001491.2	+	ORF43	ORF43	L	8h	8	RK-13	RK-13_8h	232
EHV-1_8h_3	ORF43	NC_001491.2	+	ORF43	ORF43	L	8h	8	RK-13	RK-13_8h	283
EHV-1_12h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	12h	12	RK-13	RK-13_12h	129
EHV-1_12h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	12h	12	RK-13	RK-13_12h	77
EHV-1_12h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	12h	12	RK-13	RK-13_12h	79
EHV-1_18h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	18h	18	RK-13	RK-13_18h	15
EHV-1_18h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	18h	18	RK-13	RK-13_18h	7
EHV-1_18h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	18h	18	RK-13	RK-13_18h	6
EHV-1_1h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	24h	24	RK-13	RK-13_24h	40
EHV-1_24h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	24h	24	RK-13	RK-13_24h	20
EHV-1_24h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	24h	24	RK-13	RK-13_24h	17
EHV-1_2h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	48h	48	RK-13	RK-13_48h	17
EHV-1_48h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	48h	48	RK-13	RK-13_48h	10
EHV-1_48h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	48h	48	RK-13	RK-13_48h	19
EHV-1_4h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	6h	6	RK-13	RK-13_6h	3
EHV-1_6h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	6h	6	RK-13	RK-13_6h	2
EHV-1_8h_1	ORF45	NC_001491.2	+	ORF45	ORF45	L	8h	8	RK-13	RK-13_8h	11
EHV-1_8h_2	ORF45	NC_001491.2	+	ORF45	ORF45	L	8h	8	RK-13	RK-13_8h	24
EHV-1_8h_3	ORF45	NC_001491.2	+	ORF45	ORF45	L	8h	8	RK-13	RK-13_8h	31
EHV-1_12h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	12h	12	RK-13	RK-13_12h	330
EHV-1_12h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	12h	12	RK-13	RK-13_12h	191
EHV-1_12h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	12h	12	RK-13	RK-13_12h	208
EHV-1_18h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	18h	18	RK-13	RK-13_18h	92
EHV-1_18h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	18h	18	RK-13	RK-13_18h	81
EHV-1_18h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	18h	18	RK-13	RK-13_18h	59
EHV-1_1h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	24h	24	RK-13	RK-13_24h	126
EHV-1_24h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	24h	24	RK-13	RK-13_24h	96
EHV-1_24h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	24h	24	RK-13	RK-13_24h	86
EHV-1_2h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	2h	2	RK-13	RK-13_2h	1
EHV-1_48h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	48h	48	RK-13	RK-13_48h	238
EHV-1_48h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	48h	48	RK-13	RK-13_48h	169
EHV-1_48h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	48h	48	RK-13	RK-13_48h	65
EHV-1_4h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	4h	4	RK-13	RK-13_4h	1
EHV-1_4h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	6h	6	RK-13	RK-13_6h	11
EHV-1_6h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	6h	6	RK-13	RK-13_6h	5
EHV-1_6h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	6h	6	RK-13	RK-13_6h	7
EHV-1_8h_1	ORF46	NC_001491.2	+	ORF46	ORF46	L	8h	8	RK-13	RK-13_8h	54
EHV-1_8h_2	ORF46	NC_001491.2	+	ORF46	ORF46	L	8h	8	RK-13	RK-13_8h	68
EHV-1_8h_3	ORF46	NC_001491.2	+	ORF46	ORF46	L	8h	8	RK-13	RK-13_8h	79
EHV-1_12h_1	ORF48	NC_001491.2	+	ORF48	ORF48	L	12h	12	RK-13	RK-13_12h	112
