sample	ID	seqnames	strand	gene_cluster	gene	Kinetic_class	hpi	Time	cell_line	group	read_count
EHV-1_8h_2	ORF25	NC_001491.2	-	ORF25	ORF25	L	8h	8	RK-13	RK-13_8h	2241
EHV-1_8h_3	ORF25	NC_001491.2	-	ORF25	ORF25	L	8h	8	RK-13	RK-13_8h	2150
EHV-1_12h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	12h	12	RK-13	RK-13_12h	191
EHV-1_12h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	12h	12	RK-13	RK-13_12h	117
EHV-1_12h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	12h	12	RK-13	RK-13_12h	112
EHV-1_18h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	18h	18	RK-13	RK-13_18h	52
EHV-1_18h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	18h	18	RK-13	RK-13_18h	40
EHV-1_18h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	18h	18	RK-13	RK-13_18h	14
EHV-1_1h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	24h	24	RK-13	RK-13_24h	33
EHV-1_24h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	24h	24	RK-13	RK-13_24h	24
EHV-1_24h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	24h	24	RK-13	RK-13_24h	26
EHV-1_2h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	2h	2	RK-13	RK-13_2h	1
EHV-1_48h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	48h	48	RK-13	RK-13_48h	54
EHV-1_48h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	48h	48	RK-13	RK-13_48h	46
EHV-1_48h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	48h	48	RK-13	RK-13_48h	18
EHV-1_4h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	4h	4	RK-13	RK-13_4h	1
EHV-1_6h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	6h	6	RK-13	RK-13_6h	30
EHV-1_6h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	6h	6	RK-13	RK-13_6h	24
EHV-1_6h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	6h	6	RK-13	RK-13_6h	16
EHV-1_8h_1	ORF26	NC_001491.2	-	ORF26	ORF26	L	8h	8	RK-13	RK-13_8h	55
EHV-1_8h_2	ORF26	NC_001491.2	-	ORF26	ORF26	L	8h	8	RK-13	RK-13_8h	75
EHV-1_8h_3	ORF26	NC_001491.2	-	ORF26	ORF26	L	8h	8	RK-13	RK-13_8h	119
EHV-1_12h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	12h	12	RK-13	RK-13_12h	15
EHV-1_12h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	12h	12	RK-13	RK-13_12h	17
EHV-1_12h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	12h	12	RK-13	RK-13_12h	12
EHV-1_18h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	18h	18	RK-13	RK-13_18h	5
EHV-1_18h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	18h	18	RK-13	RK-13_18h	4
EHV-1_18h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	18h	18	RK-13	RK-13_18h	2
EHV-1_1h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	24h	24	RK-13	RK-13_24h	10
EHV-1_24h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	24h	24	RK-13	RK-13_24h	11
EHV-1_24h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	24h	24	RK-13	RK-13_24h	8
EHV-1_2h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	48h	48	RK-13	RK-13_48h	7
EHV-1_48h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	48h	48	RK-13	RK-13_48h	10
EHV-1_48h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	48h	48	RK-13	RK-13_48h	10
EHV-1_4h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	4h	4	RK-13	RK-13_4h	1
EHV-1_4h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	6h	6	RK-13	RK-13_6h	0
EHV-1_8h_1	ORF27	NC_001491.2	-	ORF27	ORF27	L	8h	8	RK-13	RK-13_8h	2
EHV-1_8h_2	ORF27	NC_001491.2	-	ORF27	ORF27	L	8h	8	RK-13	RK-13_8h	3
EHV-1_8h_3	ORF27	NC_001491.2	-	ORF27	ORF27	L	8h	8	RK-13	RK-13_8h	4
EHV-1_12h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	12h	12	RK-13	RK-13_12h	36
EHV-1_12h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	12h	12	RK-13	RK-13_12h	32
EHV-1_12h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	12h	12	RK-13	RK-13_12h	33
EHV-1_18h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	18h	18	RK-13	RK-13_18h	20
EHV-1_18h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	18h	18	RK-13	RK-13_18h	12
EHV-1_18h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	18h	18	RK-13	RK-13_18h	10
EHV-1_1h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	24h	24	RK-13	RK-13_24h	20
EHV-1_24h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	24h	24	RK-13	RK-13_24h	19
EHV-1_24h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	24h	24	RK-13	RK-13_24h	12
EHV-1_2h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	2h	2	RK-13	RK-13_2h	34
EHV-1_2h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	2h	2	RK-13	RK-13_2h	27
EHV-1_2h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	2h	2	RK-13	RK-13_2h	22
EHV-1_48h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	48h	48	RK-13	RK-13_48h	27
EHV-1_48h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	48h	48	RK-13	RK-13_48h	25
EHV-1_48h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	48h	48	RK-13	RK-13_48h	19
EHV-1_4h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	4h	4	RK-13	RK-13_4h	16
EHV-1_4h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	4h	4	RK-13	RK-13_4h	15
EHV-1_4h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	4h	4	RK-13	RK-13_4h	25
EHV-1_6h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	6h	6	RK-13	RK-13_6h	7
EHV-1_6h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	6h	6	RK-13	RK-13_6h	2
EHV-1_6h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	6h	6	RK-13	RK-13_6h	8
EHV-1_8h_1	ORF30	NC_001491.2	-	ORF30	ORF30	E	8h	8	RK-13	RK-13_8h	5
EHV-1_8h_2	ORF30	NC_001491.2	-	ORF30	ORF30	E	8h	8	RK-13	RK-13_8h	7
EHV-1_8h_3	ORF30	NC_001491.2	-	ORF30	ORF30	E	8h	8	RK-13	RK-13_8h	16
EHV-1_12h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	12h	12	RK-13	RK-13_12h	20
EHV-1_12h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	12h	12	RK-13	RK-13_12h	14
EHV-1_12h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	12h	12	RK-13	RK-13_12h	17
EHV-1_18h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	18h	18	RK-13	RK-13_18h	8
EHV-1_18h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	18h	18	RK-13	RK-13_18h	2
EHV-1_18h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	18h	18	RK-13	RK-13_18h	3
EHV-1_1h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	24h	24	RK-13	RK-13_24h	5
EHV-1_24h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	24h	24	RK-13	RK-13_24h	5
EHV-1_24h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	24h	24	RK-13	RK-13_24h	3
EHV-1_2h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	48h	48	RK-13	RK-13_48h	4
EHV-1_48h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	48h	48	RK-13	RK-13_48h	1
EHV-1_48h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	48h	48	RK-13	RK-13_48h	1
EHV-1_4h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	6h	6	RK-13	RK-13_6h	0
EHV-1_8h_1	ORF32	NC_001491.2	-	ORF32	ORF32	E	8h	8	RK-13	RK-13_8h	1
EHV-1_8h_2	ORF32	NC_001491.2	-	ORF32	ORF32	E	8h	8	RK-13	RK-13_8h	3
EHV-1_8h_3	ORF32	NC_001491.2	-	ORF32	ORF32	E	8h	8	RK-13	RK-13_8h	2
EHV-1_12h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	12h	12	RK-13	RK-13_12h	12
EHV-1_12h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	12h	12	RK-13	RK-13_12h	8
EHV-1_12h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	12h	12	RK-13	RK-13_12h	4
EHV-1_18h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	18h	18	RK-13	RK-13_18h	3
EHV-1_18h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	18h	18	RK-13	RK-13_18h	3
EHV-1_18h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	18h	18	RK-13	RK-13_18h	0
EHV-1_1h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	24h	24	RK-13	RK-13_24h	2
EHV-1_24h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	24h	24	RK-13	RK-13_24h	2
EHV-1_24h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	24h	24	RK-13	RK-13_24h	4
EHV-1_2h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	48h	48	RK-13	RK-13_48h	4
EHV-1_48h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	48h	48	RK-13	RK-13_48h	4
EHV-1_48h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	48h	48	RK-13	RK-13_48h	2
EHV-1_4h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	6h	6	RK-13	RK-13_6h	1
EHV-1_6h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	6h	6	RK-13	RK-13_6h	1
EHV-1_8h_1	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	8h	8	RK-13	RK-13_8h	1
EHV-1_8h_2	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	8h	8	RK-13	RK-13_8h	2
EHV-1_8h_3	ORF34	NC_001491.2	-	ORF34	ORF34	unknown	8h	8	RK-13	RK-13_8h	2
EHV-1_12h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	12h	12	RK-13	RK-13_12h	0
EHV-1_12h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	12h	12	RK-13	RK-13_12h	1
EHV-1_12h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	12h	12	RK-13	RK-13_12h	6
EHV-1_18h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	18h	18	RK-13	RK-13_18h	6
EHV-1_18h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	18h	18	RK-13	RK-13_18h	4
EHV-1_18h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	18h	18	RK-13	RK-13_18h	0
EHV-1_1h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	24h	24	RK-13	RK-13_24h	2
EHV-1_24h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	24h	24	RK-13	RK-13_24h	6
EHV-1_24h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	24h	24	RK-13	RK-13_24h	5
EHV-1_2h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	48h	48	RK-13	RK-13_48h	6
EHV-1_48h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	48h	48	RK-13	RK-13_48h	11
EHV-1_48h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	48h	48	RK-13	RK-13_48h	4
EHV-1_4h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	4h	4	RK-13	RK-13_4h	0
EHV-1_4h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	4h	4	RK-13	RK-13_4h	0
EHV-1_6h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	6h	6	RK-13	RK-13_6h	0
EHV-1_6h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	6h	6	RK-13	RK-13_6h	0
EHV-1_8h_1	ORF35	NC_001491.2	-	ORF35	ORF35	L	8h	8	RK-13	RK-13_8h	0
EHV-1_8h_2	ORF35	NC_001491.2	-	ORF35	ORF35	L	8h	8	RK-13	RK-13_8h	0
EHV-1_8h_3	ORF35	NC_001491.2	-	ORF35	ORF35	L	8h	8	RK-13	RK-13_8h	0
EHV-1_12h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	12h	12	RK-13	RK-13_12h	1865
EHV-1_12h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	12h	12	RK-13	RK-13_12h	1275
EHV-1_12h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	12h	12	RK-13	RK-13_12h	1237
EHV-1_18h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	18h	18	RK-13	RK-13_18h	1094
EHV-1_18h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	18h	18	RK-13	RK-13_18h	762
EHV-1_18h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	18h	18	RK-13	RK-13_18h	675
EHV-1_1h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	24h	24	RK-13	RK-13_24h	1591
EHV-1_24h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	24h	24	RK-13	RK-13_24h	1183
EHV-1_24h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	24h	24	RK-13	RK-13_24h	1093
EHV-1_2h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	2h	2	RK-13	RK-13_2h	1
EHV-1_48h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	48h	48	RK-13	RK-13_48h	1102
EHV-1_48h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	48h	48	RK-13	RK-13_48h	777
EHV-1_48h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	48h	48	RK-13	RK-13_48h	621
EHV-1_4h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	4h	4	RK-13	RK-13_4h	1
EHV-1_4h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	4h	4	RK-13	RK-13_4h	7
EHV-1_4h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	4h	4	RK-13	RK-13_4h	4
EHV-1_6h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	6h	6	RK-13	RK-13_6h	98
EHV-1_6h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	6h	6	RK-13	RK-13_6h	101
EHV-1_6h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	6h	6	RK-13	RK-13_6h	105
EHV-1_8h_1	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	8h	8	RK-13	RK-13_8h	369
EHV-1_8h_2	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	8h	8	RK-13	RK-13_8h	498
EHV-1_8h_3	ORF35.5	NC_001491.2	-	ORF35.5	ORF35.5	L	8h	8	RK-13	RK-13_8h	623
EHV-1_12h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	12h	12	RK-13	RK-13_12h	263
EHV-1_12h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	12h	12	RK-13	RK-13_12h	181
EHV-1_12h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	12h	12	RK-13	RK-13_12h	174
EHV-1_18h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	18h	18	RK-13	RK-13_18h	64
EHV-1_18h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	18h	18	RK-13	RK-13_18h	39
EHV-1_18h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	18h	18	RK-13	RK-13_18h	39
EHV-1_1h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	24h	24	RK-13	RK-13_24h	128
EHV-1_24h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	24h	24	RK-13	RK-13_24h	77
EHV-1_24h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	24h	24	RK-13	RK-13_24h	78
EHV-1_2h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	2h	2	RK-13	RK-13_2h	0
EHV-1_2h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	48h	48	RK-13	RK-13_48h	103
EHV-1_48h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	48h	48	RK-13	RK-13_48h	68
EHV-1_48h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	48h	48	RK-13	RK-13_48h	93
EHV-1_4h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	4h	4	RK-13	RK-13_4h	2
EHV-1_4h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	4h	4	RK-13	RK-13_4h	4
EHV-1_4h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	4h	4	RK-13	RK-13_4h	3
EHV-1_6h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	6h	6	RK-13	RK-13_6h	16
EHV-1_6h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	6h	6	RK-13	RK-13_6h	17
EHV-1_6h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	6h	6	RK-13	RK-13_6h	12
EHV-1_8h_1	ORF36	NC_001491.2	-	ORF36	ORF36	L	8h	8	RK-13	RK-13_8h	48
EHV-1_8h_2	ORF36	NC_001491.2	-	ORF36	ORF36	L	8h	8	RK-13	RK-13_8h	85
EHV-1_8h_3	ORF36	NC_001491.2	-	ORF36	ORF36	L	8h	8	RK-13	RK-13_8h	84
EHV-1_12h_1	ORF37	NC_001491.2	-	ORF37	ORF37	L	12h	12	RK-13	RK-13_12h	65
EHV-1_12h_2	ORF37	NC_001491.2	-	ORF37	ORF37	L	12h	12	RK-13	RK-13_12h	48
EHV-1_12h_3	ORF37	NC_001491.2	-	ORF37	ORF37	L	12h	12	RK-13	RK-13_12h	46
EHV-1_18h_1	ORF37	NC_001491.2	-	ORF37	ORF37	L	18h	18	RK-13	RK-13_18h	16
EHV-1_18h_2	ORF37	NC_001491.2	-	ORF37	ORF37	L	18h	18	RK-13	RK-13_18h	10
EHV-1_18h_3	ORF37	NC_001491.2	-	ORF37	ORF37	L	18h	18	RK-13	RK-13_18h	3
EHV-1_1h_1	ORF37	NC_001491.2	-	ORF37	ORF37	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_2	ORF37	NC_001491.2	-	ORF37	ORF37	L	1h	1	RK-13	RK-13_1h	0
EHV-1_1h_3	ORF37	NC_001491.2	-	ORF37	ORF37	L	1h	1	RK-13	RK-13_1h	0
EHV-1_24h_1	ORF37	NC_001491.2	-	ORF37	ORF37	L	24h	24	RK-13	RK-13_24h	21
EHV-1_24h_2	ORF37	NC_001491.2	-	ORF37	ORF37	L	24h	24	RK-13	RK-13_24h	10
EHV-1_24h_3	ORF37	NC_001491.2	-	ORF37	ORF37	L	24h	24	RK-13	RK-13_24h	14
EHV-1_2h_1	ORF37	NC_001491.2	-	ORF37	ORF37	L	2h	2	RK-13	RK-13_2h	2
EHV-1_2h_2	ORF37	NC_001491.2	-	ORF37	ORF37	L	2h	2	RK-13	RK-13_2h	1
EHV-1_2h_3	ORF37	NC_001491.2	-	ORF37	ORF37	L	2h	2	RK-13	RK-13_2h	0
EHV-1_48h_1	ORF37	NC_001491.2	-	ORF37	ORF37	L	48h	48	RK-13	RK-13_48h	32
EHV-1_48h_2	ORF37	NC_001491.2	-	ORF37	ORF37	L	48h	48	RK-13	RK-13_48h	14
EHV-1_48h_3	ORF37	NC_001491.2	-	ORF37	ORF37	L	48h	48	RK-13	RK-13_48h	20
